,Unnamed: 0,qid,title,category,sub_category,cve_id,cvss,publish_date
4021,4450,750325,OpenSUSE Security Update for chromium (openSUSE-SU-2021:0392-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21153,CVE-2021-21172,CVE-2021-21173,CVE-2021-21179,CVE-2021-21189,CVE-2021-21164,CVE-2021-21171,CVE-2021-21183,CVE-2021-21184,CVE-2021-21161,CVE-2020-27844,CVE-2021-21149,CVE-2021-21176,CVE-2021-21182,CVE-2021-21188,CVE-2021-21168,CVE-2021-21170,CVE-2021-21160,CVE-2021-21177,CVE-2021-21155,CVE-2021-21165,CVE-2021-21156,CVE-2021-21157,CVE-2021-21167,CVE-2021-21151,CVE-2021-21174,CVE-2021-21187,CVE-2021-21178,CVE-2021-21154,CVE-2021-21152,CVE-2021-21185,CVE-2021-21163,CVE-2021-21186,CVE-2021-21180,CVE-2021-21166,CVE-2021-21150,CVE-2021-21162,CVE-2021-21169,CVE-2021-21159,CVE-2021-21190,CVE-2021-21181,CVE-2021-21175",9.6,2021-06-17
4038,4467,750342,OpenSUSE Security Update for python-cryptography (openSUSE-SU-2021:0349-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-36242,9.1,2021-06-17
4040,4469,750344,OpenSUSE Security Update for salt (openSUSE-SU-2021:0347-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-28972,CVE-2021-25281,CVE-2021-25284,CVE-2021-25282,CVE-2021-25283,CVE-2021-3148,CVE-2020-35662,CVE-2021-3197,CVE-2021-3144,CVE-2020-28243",9.8,2021-06-17
4042,4471,750346,OpenSUSE Security Update for nghttp2 (openSUSE-SU-2021:0341-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-18802,9.8,2021-06-17
4045,4474,750349,OpenSUSE Security Update for python3 (openSUSE-SU-2021:0331-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3177,CVE-2019-20916",9.8,2021-06-17
4050,4479,750354,OpenSUSE Security Update for screen (openSUSE-SU-2021:0304-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-26937,9.8,2021-06-17
4061,4490,750365,OpenSUSE Security Update for python (openSUSE-SU-2021:0270-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3177,CVE-2019-20916",9.8,2021-06-17
4063,4492,750367,OpenSUSE Security Update for firejail (openSUSE-SU-2021:0271-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-17367,CVE-2021-26910,CVE-2020-17368",9.8,2021-06-17
4067,4496,750371,OpenSUSE Security Update for chromium (openSUSE-SU-2021:0259-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21146,CVE-2021-21147,CVE-2021-21145,CVE-2021-21144,CVE-2021-21143,CVE-2021-21142",9.6,2021-06-17
4071,4500,750375,OpenSUSE Security Update for rubygem-nokogiri (openSUSE-SU-2021:0237-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-5477,CVE-2020-26247",9.8,2021-06-17
4093,4522,750267,OpenSUSE Security Update for fluidsynth (openSUSE-SU-2021:0553-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-28421,9.8,2021-06-17
4094,4523,750268,OpenSUSE Security Update for spamassassin (openSUSE-SU-2021:0551-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-12420,CVE-2020-1946",9.8,2021-06-17
4102,4531,750276,OpenSUSE Security Update for the Linux Kernel (openSUSE-SU-2021:0532-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-28038,CVE-2020-35519,CVE-2021-27363,CVE-2021-27365,CVE-2021-28972,CVE-2021-28964,CVE-2019-19769,CVE-2021-3428,CVE-2021-28688,CVE-2021-29647,CVE-2020-27171,CVE-2019-18814,CVE-2021-28971,CVE-2021-29264,CVE-2020-27815,CVE-2021-27364,CVE-2021-28375,CVE-2021-29265,CVE-2021-28660,CVE-2021-3444,CVE-2020-27170",9.8,2021-06-17
4103,4532,750277,OpenSUSE Security Update for gssproxy (openSUSE-SU-2021:0531-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-12658,9.8,2021-06-17
4123,4552,750298,OpenSUSE Security Update for gnutls (openSUSE-SU-2021:0470-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-20232,CVE-2021-20231",9.8,2021-06-17
4129,4558,750304,OpenSUSE Security Update for libmysofa (openSUSE-SU-2021:0444-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-16095,CVE-2019-16093,CVE-2019-16091,CVE-2020-36150,CVE-2019-20016,CVE-2019-16092,CVE-2019-20063,CVE-2020-36148,CVE-2020-36151,CVE-2020-36149,CVE-2020-6860,CVE-2019-16094,CVE-2020-36152",9.8,2021-06-17
4140,4569,750198,OpenSUSE Security Update for lz4 (openSUSE-SU-2021:0760-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3520,9.8,2021-06-17
4141,4570,750199,OpenSUSE Security Update for the Linux Kernel (openSUSE-SU-2021:0758-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-27171,CVE-2020-25670,CVE-2021-27363,CVE-2019-19769,CVE-2021-27365,CVE-2021-28660,CVE-2021-29265,CVE-2021-3428,CVE-2021-28688,CVE-2021-28964,CVE-2021-28375,CVE-2020-25671,CVE-2021-29154,CVE-2021-29264,CVE-2020-36311,CVE-2020-36310,CVE-2021-28038,CVE-2020-27170,CVE-2020-27815,CVE-2021-30002,CVE-2021-29647,CVE-2019-18814,CVE-2021-3483,CVE-2021-27364,CVE-2021-3444,CVE-2020-25672,CVE-2020-35519,CVE-2021-28950,CVE-2020-25673,CVE-2020-36312,CVE-2021-28972,CVE-2021-28971",9.8,2021-06-17
4151,4580,750210,OpenSUSE Security Update for openvpn (openSUSE-SU-2021:0734-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-11810,CVE-2018-7544,CVE-2020-15078",9.1,2021-06-17
4159,4588,750218,OpenSUSE Security Update for opera (openSUSE-SU-2021:0712-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21223,CVE-2021-21224,CVE-2021-21225,CVE-2021-21206,CVE-2021-21226,CVE-2021-21220,CVE-2021-21222",9.6,2021-06-17
4166,4595,750227,OpenSUSE Security Update for exim (openSUSE-SU-2021:0677-1),SUSE,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2020-28009,CVE-2017-1000369,CVE-2020-28007,CVE-2020-28014,CVE-2020-28012,CVE-2017-16943,CVE-2020-28021,CVE-2020-28013,CVE-2020-28015,CVE-2020-28019,CVE-2020-28026,CVE-2020-28010,CVE-2017-16944,CVE-2020-28018,CVE-2019-16928,CVE-2020-28011,CVE-2020-28025,CVE-2020-28016,CVE-2019-15846,CVE-2020-12783,CVE-2020-28023,CVE-2020-28008,CVE-2020-28017,CVE-2020-28022,CVE-2019-13917,CVE-2020-28024,CVE-2020-28020,CVE-2018-6789,CVE-2019-10149",9.8,2021-06-17
4177,4606,750238,OpenSUSE Security Update for Chromium (openSUSE-SU-2021:0629-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21212,CVE-2021-21226,CVE-2021-21222,CVE-2021-21227,CVE-2021-21202,CVE-2021-21233,CVE-2021-21225,CVE-2021-21228,CVE-2021-21231,CVE-2021-21207,CVE-2021-21221,CVE-2021-21209,CVE-2021-21211,CVE-2021-21203,CVE-2021-21229,CVE-2021-21224,CVE-2021-21232,CVE-2021-21208,CVE-2021-21213,CVE-2021-21210,CVE-2021-21230,CVE-2021-21201,CVE-2021-21204,CVE-2021-21205,CVE-2021-21223",9.6,2021-06-17
4178,4607,750239,OpenSUSE Security Update for webkit2gtk3 (openSUSE-SU-2021:0637-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-1799,CVE-2021-1765,CVE-2020-29623,CVE-2020-27918,CVE-2021-1789,CVE-2021-1844,CVE-2021-1871,CVE-2021-1788,CVE-2021-1870,CVE-2021-1801",9.8,2021-06-17
4181,4610,750242,OpenSUSE Security Update for librsvg (openSUSE-SU-2021:0634-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-25900,9.8,2021-06-17
4182,4611,750243,OpenSUSE Security Update for gsoap (openSUSE-SU-2021:0632-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-13576,9.8,2021-06-17
4190,4619,375631,SolarWinds Orion NPM Arbitrary Code Execution Vulnerability,Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-31474,9.8,2021-06-17
4191,4620,590424,Delta Electronics CNCSoft ScreenEditor arbitrary code execution Vulnerability(ICSA-21-110-04),ICS,"Windows Authenticated Discovery, Patch Available",CVE-2021-22668,9.8,2021-06-17
4193,4622,590429,Opto 22 SoftPAC Project Multiple Vulnerabilities(ICSA-20-135-01),ICS,"Windows Authenticated Discovery, Patch Available","CVE-2020-10620,CVE-2020-12042,CVE-2020-12046,CVE-2020-10612,CVE-2020-10616",9.8,2021-06-17
4198,4627,750167,OpenSUSE Security Update for libX11 (openSUSE-SU-2021:0857-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-31535,9.8,2021-06-17
4205,4634,750175,OpenSUSE Security Update for nginx (openSUSE-SU-2021:0835-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-06-17
4207,4636,750177,OpenSUSE Security Update for xstream (openSUSE-SU-2021:0832-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21348,CVE-2021-21351,CVE-2021-21341,CVE-2021-21342,CVE-2021-21343,CVE-2021-21350,CVE-2021-21346,CVE-2021-21347,CVE-2021-21344,CVE-2021-21349,CVE-2021-21345",9.9,2021-06-17
4212,4641,750182,"OpenSUSE Security Update for gstreamer, gstreamer-plugins-bad, gstreamer-plugins-base, gstreamer-plugins-good, gstreamer-plugins-ugly (openSUSE-SU-2021:0822-1)",SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3185,9.8,2021-06-17
4215,4644,750186,OpenSUSE Security Update for libX11 (openSUSE-SU-2021:0807-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-31535,9.8,2021-06-17
4224,4653,178673,Debian Security Update for python-urllib3 (DLA 2686-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2020-26137,CVE-2019-11236,CVE-2019-11324,CVE-2018-20060",9.8,2021-06-17
4225,4654,105969,EOL/Obsolete Software: Microsoft ASP.NET 2.0 Detected,Security Policy,Windows Authenticated Discovery,,9.8,2021-04-19
4250,4690,159245,Oracle Enterprise Linux Security Update for nginx:1.18 (ELSA-2021-2259),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-06-16
4251,4691,159246,Oracle Enterprise Linux Security Update for libwebp (ELSA-2021-2260),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2020-36329,CVE-2020-36328",9.8,2021-06-16
4254,4694,159249,Oracle Enterprise Linux Security Update for glibc (ELSA-2021-9280),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2016-10228,CVE-2019-9169,CVE-2020-27618,CVE-2021-3326,CVE-2019-25013",9.8,2021-06-16
4259,4699,159254,Oracle Enterprise Linux Security Update for qt5-qtimageformats (ELSA-2021-2328),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2020-36329,CVE-2020-36328,CVE-2018-25014",9.8,2021-06-16
4260,4700,159255,Oracle Enterprise Linux Security Update for nginx:1.16 (ELSA-2021-2290),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-06-16
4264,4704,159262,Oracle Enterprise Linux Security Update for libwebp (ELSA-2021-2354),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2020-36329,CVE-2020-36328",9.8,2021-06-16
4311,4755,174398,SUSE Enterprise Linux Security Update for mariadb (SUSE-SU-2020:3497-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14765,CVE-2020-14776,CVE-2020-14789,CVE-2020-14812,CVE-2020-15180",9.0,2021-01-11
4319,4771,281614,Fedora Security Update for radsecproxy (FEDORA-2021-d3f8193065),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-32642,9.4,2021-06-15
4320,4772,281615,Fedora Security Update for radsecproxy (FEDORA-2021-a4be4c93e4),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-32642,9.4,2021-06-15
4332,4784,281627,Fedora Security Update for nginx (FEDORA-2021-393d698493),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-06-15
4333,4785,281628,Fedora Security Update for nginx (FEDORA-2021-b37cffac0d),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-06-15
4334,4786,281629,Fedora Security Update for glibc (FEDORA-2021-7ddb8b0537),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-33574,9.8,2021-06-15
4339,4791,590423,Delta Industrial Automation COMMGR Buffer Overflow Vulnerability(ICSA-21-110-03),ICS,"Windows Authenticated Discovery, Patch Available",CVE-2021-27480,9.8,2021-06-15
4341,4795,610344,Google Android Devices June 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2020-11292,CVE-2020-11291,CVE-2020-26555,CVE-2020-11176,CVE-2020-26558,CVE-2020-11304,CVE-2020-11298,CVE-2021-0530,CVE-2021-0531,CVE-2021-0532,CVE-2021-0533,CVE-2021-1925,CVE-2021-0512,CVE-2021-0513,CVE-2021-0510,CVE-2021-0511,CVE-2021-0516,CVE-2021-0517,CVE-2020-14305,CVE-2020-11267,CVE-2020-11306,CVE-2021-0520,CVE-2021-1900,CVE-2021-1937,CVE-2021-0529,CVE-2021-0528,CVE-2021-0527,CVE-2021-0526,CVE-2021-0525,CVE-2021-0523,CVE-2021-0522,CVE-2021-0521,CVE-2021-0478,CVE-2021-0505,CVE-2021-0504,CVE-2021-0507,CVE-2021-0506,CVE-2021-0509,CVE-2021-0508",9.8,2021-06-15
4342,4798,610347,Google Android May 2021 Security Patch Missing for Huawei EMUI,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0474,CVE-2021-0475,CVE-2021-0473,CVE-2020-11234,CVE-2020-15436,CVE-2020-25705,CVE-2021-0484,CVE-2021-0477,CVE-2021-0472,CVE-2021-0480,CVE-2021-0466,CVE-2021-0481,CVE-2021-0476,CVE-2021-0488,CVE-2020-11231,CVE-2020-5235,CVE-2020-29368,CVE-2017-14888,CVE-2018-11302,CVE-2018-5919,CVE-2018-11893,CVE-2018-11929,CVE-2018-11947,CVE-2018-11942,CVE-2018-11983,CVE-2018-11984,CVE-2018-11987,CVE-2018-11988,CVE-2018-12006,CVE-2018-13893,CVE-2019-2277,CVE-2019-2306,CVE-2019-2299,CVE-2019-2312,CVE-2019-2314,CVE-2019-2302,CVE-2019-10506,CVE-2018-13890,CVE-2019-10507,CVE-2019-10508,CVE-2019-10542,CVE-2019-10502,CVE-2018-11934,CVE-2019-2297,CVE-2019-10563,CVE-2019-10566,CVE-2018-11852,CVE-2018-11863,CVE-2018-11886,CVE-2018-11903,CVE-2018-5911,CVE-2018-11883,CVE-2019-10530,CVE-2019-14088,CVE-2019-10623,CVE-2019-10620,CVE-2019-10624,CVE-2019-14037,CVE-2020-3646,CVE-2019-10519,CVE-2019-10521,CVE-2019-10564,CVE-2019-14099,CVE-2020-11121,CVE-2020-11130,CVE-2020-11148,CVE-2020-11150,CVE-2019-2284",9.8,2021-06-15
4343,4799,630691,WhatsApp For Android Relative Path Traversal Vulnerability,Mobile Application,"Unix Authenticated Discovery, Patch Available",CVE-2021-24035,9.1,2021-06-15
4348,4804,630697,WhatsApp For Android Out-of-bounds Write Vulnerability,Mobile Application,"Unix Authenticated Discovery, Patch Available",CVE-2021-24026,9.8,2021-06-15
4358,4814,630714,WhatsApp For iOS Out-of-bounds Write Vulnerability,Mobile Application,"Unix Authenticated Discovery, Patch Available",CVE-2021-24026,9.8,2021-06-15
4388,4853,239322,Red Hat Update for samba (RHSA-2021:1647),RedHat,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2020-1472,CVE-2020-14318,CVE-2020-14323",10.0,2021-05-20
4391,4858,730107,Zebra Printer Accessible Using Default Credentials,CGI,Remote Discovery,,9.8,2021-06-14
4401,4868,239386,Red Hat Update for libwebp (RHSA-2021:2365),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2020-36328,CVE-2020-36329",9.8,2021-06-14
4402,4869,239387,Red Hat Update for libwebp (RHSA-2021:2364),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2020-36328,CVE-2020-36329",9.8,2021-06-14
4406,4873,239393,Red Hat Update for libwebp (RHSA-2021:2354),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2020-36328,CVE-2020-36329",9.8,2021-06-14
4407,4874,239399,Red Hat Update for qt5-qtimageformats (RHSA-2021:2328),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2018-25014,CVE-2020-36328,CVE-2020-36329",9.8,2021-06-14
4418,4885,239418,Red Hat Update for libwebp (RHSA-2021:2260),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2018-25011,CVE-2020-36328,CVE-2020-36329",9.8,2021-06-14
4420,4887,239422,Red Hat Update for tcpdump (RHSA-2021:2191),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2018-10103,CVE-2018-10105",9.8,2021-06-14
4432,4899,178659,Debian Security Update for libwebp (DLA 2672-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2018-25010,CVE-2020-36331,CVE-2018-25011,CVE-2020-36330,CVE-2020-36328,CVE-2018-25014,CVE-2018-25012,CVE-2018-25013,CVE-2020-36329,CVE-2018-25009",9.8,2021-06-14
4433,4900,178660,Debian Security Update for libwebp (DLA 2677-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2018-25010,CVE-2020-36331,CVE-2018-25011,CVE-2020-36330,CVE-2020-36328,CVE-2018-25014,CVE-2018-25012,CVE-2018-25013,CVE-2020-36329,CVE-2018-25009",9.8,2021-06-14
4436,4903,178663,Debian Security Update for nginx (DLA 2680-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2017-20005,9.8,2021-06-14
4449,4916,174796,SUSE Enterprise Linux Security update for slurm_20_11 and pdsh (SUSE-SU-2021:0773-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-27746,CVE-2016-10030,CVE-2019-12838,CVE-2019-6438,CVE-2018-7033,CVE-2018-10995,CVE-2020-27745,CVE-2019-19727,CVE-2020-12693,CVE-2017-15566,CVE-2019-19728",9.8,2021-04-19
4453,4920,750122,SUSE Enterprise Linux Security Update for libX11 (SUSE-SU-2021:1892-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-31535,9.8,2021-06-10
4458,4925,750131,SUSE Enterprise Linux Security Update for gstreamer-plugins-bad (SUSE-SU-2021:1904-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3185,9.8,2021-06-10
4466,4933,375619,"Accusoft ImageGear Multiple Vulnerabilities (TALOS-2021-1257,TALOS-2021-1261,TALOS-2021-1289,TALOS-2021-1264,TALOS-2021-1276,TALOS-2021-1286,TALOS-2021-1275,TALOS-2021-1296)",Local,"Windows Authenticated Discovery, Patch Available","CVE-2021-21793,CVE-2021-21794,CVE-2021-21824,CVE-2021-21795,CVE-2021-21808,CVE-2021-21821,CVE-2021-21807,CVE-2021-21833",9.8,2021-06-10
4471,4941,281595,Fedora Security Update for keylime (FEDORA-2021-b7854ccfe4),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-3406,9.8,2021-06-09
4474,4944,281598,Fedora Security Update for screen (FEDORA-2021-5e9894a0c5),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26937,9.8,2021-06-09
4475,4945,281599,Fedora Security Update for screen (FEDORA-2021-9107eeb95c),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26937,9.8,2021-06-09
4479,4949,281603,Fedora Security Update for dpdk (FEDORA-2021-fba11d37ee),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2020-35498,CVE-2015-8011,CVE-2020-27827",9.8,2021-06-09
4485,4955,281609,Fedora Security Update for python3.6 (FEDORA-2021-7fa9dc84d4),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-23336,CVE-2021-3177",9.8,2021-06-09
4488,4958,352378,Amazon Linux Security Advisory for nginx: ALAS-2021-1507,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-06-09
4494,4964,730096,Nginx Arbitrary Code Execution Vulnerability,CGI,"Remote Discovery, Patch Available",CVE-2021-23017,9.8,2021-06-09
4499,4969,750113,SUSE Enterprise Linux Security Update for gstreamer-plugins-bad (SUSE-SU-2021:1875-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3185,9.8,2021-06-09
4509,4979,281555,Fedora Security Update for arm (FEDORA-2021-267c08cc40),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-3420,9.8,2021-06-09
4510,4980,281556,Fedora Security Update for arm (FEDORA-2021-0fa2f42d3c),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-3420,9.8,2021-06-09
4511,4981,281557,Fedora Security Update for arm (FEDORA-2021-332fb9c796),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-3420,9.8,2021-06-09
4534,5004,281580,Fedora Security Update for salt (FEDORA-2021-904a2dbc0c),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-25284,CVE-2021-25282,CVE-2021-3197,CVE-2021-3148,CVE-2020-28243,CVE-2020-28972,CVE-2020-35662,CVE-2021-25283,CVE-2021-25281,CVE-2021-3144",9.8,2021-06-09
4535,5005,281581,Fedora Security Update for salt (FEDORA-2021-5756fbf8a6),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-25284,CVE-2021-25282,CVE-2021-3148,CVE-2020-28243,CVE-2020-28972,CVE-2020-35662,CVE-2021-25283,CVE-2021-25281,CVE-2021-3144,CVE-2021-3197",9.8,2021-06-09
4536,5006,281582,Fedora Security Update for salt (FEDORA-2021-43eb5584ad),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-25284,CVE-2021-25282,CVE-2021-3197,CVE-2021-3148,CVE-2020-28243,CVE-2020-28972,CVE-2020-35662,CVE-2021-25283,CVE-2021-25281,CVE-2021-3144",9.8,2021-06-09
4549,5019,281504,Fedora Security Update for mingw (FEDORA-2021-77756994ba),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-28676,CVE-2021-28677,CVE-2021-25287,CVE-2021-28678,CVE-2021-25288,CVE-2021-28675",9.1,2021-06-09
4564,5034,281520,Fedora Security Update for gsoap (FEDORA-2021-faea36a9c3),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2020-13574,CVE-2020-13576,CVE-2020-13578,CVE-2020-13575,CVE-2020-13577",9.8,2021-06-09
4565,5035,281521,Fedora Security Update for gsoap (FEDORA-2021-1da151722e),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2020-13574,CVE-2020-13576,CVE-2020-13578,CVE-2020-13575,CVE-2020-13577",9.8,2021-06-09
4570,5040,281526,Fedora Security Update for mingw (FEDORA-2021-15845d3abe),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-25289,CVE-2021-27922,CVE-2021-25292,CVE-2021-25291,CVE-2021-27923,CVE-2021-25293,CVE-2020-35654,CVE-2021-25290,CVE-2021-27921",9.8,2021-06-09
4572,5042,281528,Fedora Security Update for python (FEDORA-2021-0ece308612),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-25289,CVE-2021-27922,CVE-2021-25292,CVE-2021-25291,CVE-2021-27923,CVE-2021-25293,CVE-2020-35654,CVE-2021-25290,CVE-2021-27921",9.8,2021-06-09
4594,5064,239373,Red Hat Update for Red Hat OpenStack Platform 10.0 (openvswitch) (RHSA-2021:2205),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2015-8011,9.8,2021-06-09
4619,5093,38833,"F5 BIG-IP ASM,LTM,APM Multiple vulnerabilities (K02566623) (unauthenticated check)",General remote services,"Remote Discovery, Patch Available, Exploit Available","CVE-2021-22986,CVE-2021-22987,CVE-2021-22988,CVE-2021-22989,CVE-2021-22990,CVE-2021-22991,CVE-2021-22992",9.9,2021-03-18
4623,5098,216259,VMware vCenter Server 7.0 Update 7.0 U2b Missing (VMSA-2021-0010),VMware,"Remote Discovery, Remote DiscoveryAuthenticated Discovery, Patch Available","CVE-2021-21985,CVE-2021-21986",9.8,2021-05-26
4624,5099,216260,VMware vCenter Server 6.7 Update 6.7 U3n Missing (VMSA-2021-0010),VMware,"Remote Discovery, Remote DiscoveryAuthenticated Discovery, Patch Available","CVE-2021-21985,CVE-2021-21986",9.8,2021-05-26
4625,5100,216261,VMware vCenter Server 6.5 Update 6.5 U3p Missing (VMSA-2021-0010),VMware,"Remote Discovery, Remote DiscoveryAuthenticated Discovery, Patch Available","CVE-2021-21985,CVE-2021-21986",9.8,2021-05-26
4638,5205,670367,EulerOS Security Update for PyYAML (EulerOS-SA-2021-1958),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-1747,CVE-2020-14343",9.8,2021-06-07
4639,5206,670368,EulerOS Security Update for python3 (EulerOS-SA-2021-1957),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-23336,CVE-2021-3177",9.8,2021-06-07
4643,5210,670372,EulerOS Security Update for open-iscsi (EulerOS-SA-2021-1953),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-17438,9.8,2021-06-07
4659,5226,670388,EulerOS Security Update for PyYAML (EulerOS-SA-2021-1937),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-1747,CVE-2020-14343",9.8,2021-06-07
4660,5227,670389,EulerOS Security Update for python3 (EulerOS-SA-2021-1936),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-23336,CVE-2021-3177",9.8,2021-06-07
4664,5231,670393,EulerOS Security Update for open-iscsi (EulerOS-SA-2021-1932),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-17438,9.8,2021-06-07
4683,5250,43816,HPE Aruba OS Multiple Security Vulnerabilities (ARUBA-PSA-2020-012),Hardware,"Remote Discovery, Patch Available","CVE-2020-10713,CVE-2020-24633,CVE-2020-24634,CVE-2020-24637",9.8,2021-06-07
4688,5255,281452,Fedora Security Update for dotnet3.1 (FEDORA-2021-265a3c7cb9),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26701,9.8,2021-06-07
4689,5256,281453,Fedora Security Update for dotnet3.1 (FEDORA-2021-3da33cdc80),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26701,9.8,2021-06-07
4690,5257,281454,Fedora Security Update for dotnet3.1 (FEDORA-2021-e2d218afe6),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26701,9.8,2021-06-07
4691,5258,281458,Fedora Security Update for dotnet5.0 (FEDORA-2021-138728e59b),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26701,9.8,2021-06-07
4692,5259,281459,Fedora Security Update for dotnet5.0 (FEDORA-2021-1b22f31541),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26701,9.8,2021-06-07
4693,5260,281460,Fedora Security Update for dotnet5.0 (FEDORA-2021-904d0bd496),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-26701,9.8,2021-06-07
4701,5268,178648,Debian Security Update for opendmarc (DLA 2639-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2020-12460,9.8,2021-06-07
